loan_amount,income,Credit_Score,age
156500,8340.0,655,55-64
226500,4440.0,672,55-64
106500,7320.0,688,45-54
496500,6780.0,598,55-64
846500,19740.0,526,35-44
446500,2940.0,819,25-34
526500,8640.0,619,35-44
426500,7560.0,737,45-54
706500,7380.0,874,55-64
306500,13500.0,742,35-44
266500,9600.0,536,55-64
486500,7860.0,601,45-54
186500,,606,35-44
146500,4200.0,619,55-64
436500,16440.0,673,25-34
156500,10560.0,853,55-64
326500,5520.0,645,25-34
216500,4440.0,608,45-54
156500,3060.0,685,65-74
606500,8580.0,508,45-54
276500,6600.0,532,55-64
586500,,520,35-44
146500,2700.0,665,25-34
436500,8760.0,659,45-54
296500,5640.0,748,55-64
306500,,821,65-74
526500,7500.0,702,25-34
386500,6000.0,709,65-74
536500,7500.0,886,45-54
596500,7200.0,610,55-64
256500,4200.0,876,35-44
206500,6900.0,516,35-44
186500,4620.0,651,65-74
556500,10860.0,696,45-54
256500,4020.0,550,45-54
576500,15840.0,537,35-44
776500,16740.0,538,45-54
166500,2520.0,643,35-44
456500,13500.0,858,45-54
296500,4980.0,725,65-74
316500,5340.0,575,65-74
326500,11040.0,516,35-44
356500,,703,55-64
386500,4380.0,883,25-34
146500,,845,25-34
466500,5700.0,675,35-44
376500,6360.0,527,25-34
286500,4860.0,719,45-54
186500,3780.0,656,45-54
226500,6000.0,515,65-74
256500,3420.0,552,45-54
426500,8940.0,876,55-64
166500,4020.0,622,>74
306500,6900.0,818,35-44
306500,5400.0,501,55-64
306500,15600.0,550,35-44
106500,1440.0,680,65-74
306500,11100.0,758,45-54
676500,7800.0,554,25-34
1036500,10500.0,738,45-54
166500,5640.0,788,35-44
286500,15780.0,520,55-64
446500,17460.0,600,25-34
176500,3720.0,644,45-54
616500,7380.0,821,55-64
866500,18660.0,768,55-64
306500,6660.0,676,45-54
376500,4620.0,603,55-64
246500,4080.0,820,25-34
496500,6480.0,729,45-54
446500,8040.0,801,25-34
216500,2760.0,789,45-54
426500,11040.0,799,45-54
156500,2880.0,568,45-54
336500,8400.0,626,35-44
366500,6720.0,566,35-44
516500,6600.0,659,25-34
326500,5340.0,624,35-44
146500,2400.0,867,65-74
126500,3900.0,641,55-64
146500,4500.0,759,35-44
306500,6300.0,622,45-54
276500,8460.0,768,25-34
226500,4260.0,704,35-44
456500,5400.0,687,65-74
216500,3120.0,713,35-44
116500,5040.0,528,35-44
626500,13320.0,678,45-54
666500,11700.0,583,45-54
576500,,534,55-64
356500,8940.0,656,45-54
306500,2040.0,819,55-64
246500,1560.0,643,<25
366500,9420.0,712,55-64
156500,3060.0,693,25-34
126500,1860.0,893,65-74
486500,13080.0,684,55-64
186500,4680.0,507,55-64
226500,15180.0,632,55-64
296500,6900.0,576,25-34
386500,9000.0,632,45-54
256500,8940.0,802,35-44
486500,14460.0,520,45-54
606500,0.0,784,35-44
336500,,866,65-74
436500,5940.0,608,25-34
246500,8280.0,610,45-54
236500,4380.0,559,55-64
676500,,674,55-64
426500,18000.0,628,55-64
626500,7380.0,760,65-74
116500,2640.0,554,35-44
146500,4740.0,755,25-34
306500,3360.0,793,55-64
596500,10200.0,830,35-44
206500,3720.0,763,25-34
196500,3960.0,570,25-34
316500,5520.0,873,35-44
776500,6360.0,866,>74
186500,3360.0,537,45-54
106500,1740.0,561,45-54
66500,3120.0,537,55-64
446500,3360.0,780,25-34
336500,,646,65-74
536500,11520.0,772,45-54
486500,5040.0,777,55-64
226500,3420.0,565,35-44
376500,4260.0,827,65-74
236500,4320.0,798,55-64
256500,6060.0,610,45-54
256500,6660.0,846,25-34
116500,1800.0,652,25-34
116500,1920.0,528,55-64
346500,9660.0,713,65-74
646500,16020.0,607,35-44
326500,3840.0,801,35-44
336500,3240.0,830,35-44
416500,6120.0,786,35-44
356500,9540.0,872,55-64
426500,8160.0,729,35-44
366500,4920.0,724,>74
226500,2700.0,734,25-34
506500,5940.0,790,55-64
246500,3480.0,524,65-74
486500,18780.0,813,55-64
196500,3480.0,510,55-64
56500,900.0,746,65-74
406500,7440.0,591,25-34
476500,4380.0,612,25-34
326500,13140.0,770,45-54
556500,14400.0,760,35-44
426500,9360.0,769,35-44
386500,,679,
96500,2220.0,649,45-54
816500,10380.0,870,35-44
716500,14280.0,631,55-64
286500,3780.0,718,55-64
186500,4200.0,813,25-34
396500,19500.0,832,45-54
286500,5760.0,654,45-54
246500,2820.0,885,55-64
216500,4320.0,651,35-44
396500,0.0,790,35-44
526500,11280.0,622,45-54
706500,16500.0,700,45-54
216500,4260.0,679,45-54
236500,14160.0,758,55-64
416500,9840.0,648,35-44
236500,2280.0,580,>74
276500,6480.0,666,45-54
126500,6480.0,809,55-64
506500,7860.0,629,55-64
336500,4080.0,588,25-34
186500,4080.0,582,35-44
156500,780.0,762,55-64
236500,5100.0,674,25-34
286500,12360.0,855,25-34
346500,8160.0,695,45-54
136500,3240.0,734,35-44
176500,4200.0,525,45-54
486500,6600.0,624,35-44
516500,9780.0,808,45-54
526500,14040.0,572,25-34
486500,15300.0,684,35-44
1006500,10860.0,552,55-64
226500,,611,35-44
236500,6780.0,689,65-74
486500,7380.0,652,55-64
456500,13020.0,526,35-44
126500,7020.0,520,65-74
176500,2940.0,528,35-44
206500,5400.0,787,45-54
246500,7980.0,824,35-44
416500,8340.0,534,65-74
606500,8100.0,691,35-44
256500,5400.0,624,45-54
316500,4500.0,714,25-34
296500,4680.0,899,25-34
176500,7860.0,840,35-44
306500,6120.0,813,55-64
196500,4020.0,669,55-64
96500,2940.0,559,65-74
256500,7380.0,503,45-54
476500,6420.0,763,35-44
706500,7680.0,586,35-44
446500,5100.0,559,45-54
416500,0.0,771,35-44
206500,5280.0,542,45-54
426500,5760.0,802,35-44
456500,8100.0,535,55-64
306500,3000.0,727,45-54
226500,3600.0,571,>74
486500,11640.0,679,45-54
206500,2460.0,752,55-64
116500,7800.0,847,55-64
306500,5340.0,804,35-44
216500,8040.0,891,25-34
606500,5520.0,563,35-44
126500,,686,65-74
216500,5580.0,528,45-54
336500,5400.0,813,45-54
106500,1620.0,843,>74
196500,3660.0,733,25-34
366500,8760.0,696,55-64
126500,3180.0,817,25-34
106500,3780.0,705,>74
606500,9540.0,631,45-54
526500,8520.0,544,65-74
166500,2340.0,841,>74
486500,10980.0,722,45-54
386500,8280.0,725,65-74
126500,1980.0,628,>74
76500,2340.0,761,35-44
316500,5700.0,739,>74
156500,1680.0,719,>74
116500,5700.0,542,55-64
416500,6780.0,869,55-64
326500,5820.0,856,65-74
306500,7320.0,714,35-44
226500,2460.0,753,55-64
86500,2880.0,518,65-74
366500,6840.0,827,45-54
236500,5100.0,761,45-54
296500,39720.0,664,35-44
246500,3600.0,776,25-34
266500,,846,65-74
436500,6660.0,704,45-54
536500,9480.0,712,65-74
206500,11160.0,627,55-64
466500,10440.0,545,45-54
106500,3960.0,516,65-74
406500,,863,65-74
486500,6420.0,898,45-54
156500,3240.0,845,65-74
466500,19500.0,576,25-34
436500,,648,55-64
236500,3180.0,799,35-44
246500,3720.0,752,45-54
216500,11340.0,835,35-44
136500,4320.0,791,35-44
196500,3360.0,882,65-74
216500,3360.0,853,55-64
626500,12180.0,661,45-54
366500,,813,35-44
676500,20640.0,532,35-44
256500,6960.0,612,65-74
616500,22020.0,579,55-64
306500,,606,45-54
446500,4560.0,758,25-34
266500,4800.0,827,65-74
456500,5460.0,613,35-44
136500,1740.0,656,65-74
216500,,577,55-64
136500,6600.0,751,65-74
256500,5520.0,783,35-44
266500,3120.0,731,65-74
216500,4260.0,844,45-54
436500,5580.0,673,35-44
446500,5880.0,734,55-64
206500,3780.0,822,35-44
246500,5700.0,530,25-34
726500,15180.0,636,45-54
276500,5400.0,816,25-34
336500,6240.0,755,35-44
326500,6120.0,880,45-54
126500,1440.0,845,55-64
416500,5340.0,695,35-44
306500,,889,35-44
126500,2220.0,833,55-64
376500,4440.0,592,65-74
426500,17820.0,794,55-64
246500,7020.0,687,55-64
356500,9600.0,552,25-34
306500,10920.0,814,65-74
126500,3960.0,851,65-74
346500,5340.0,622,25-34
306500,7740.0,678,35-44
246500,5400.0,749,35-44
116500,3480.0,747,55-64
306500,7200.0,744,25-34
366500,10260.0,770,25-34
66500,900.0,684,65-74
176500,5700.0,835,25-34
436500,,822,35-44
246500,4380.0,647,65-74
256500,12720.0,673,55-64
266500,3660.0,880,25-34
496500,,521,55-64
396500,,763,45-54
476500,7680.0,742,35-44
606500,,634,25-34
456500,6480.0,742,35-44
426500,8580.0,753,55-64
506500,14640.0,527,55-64
76500,1320.0,680,45-54
736500,9840.0,730,55-64
116500,2520.0,833,45-54
56500,1020.0,749,55-64
146500,2820.0,583,55-64
636500,12420.0,561,55-64
296500,2700.0,781,65-74
446500,4080.0,608,>74
366500,8700.0,714,55-64
186500,2700.0,790,55-64
366500,3300.0,500,55-64
76500,3180.0,873,>74
446500,9840.0,806,55-64
556500,11880.0,889,35-44
406500,4860.0,794,25-34
216500,3720.0,597,55-64
336500,3000.0,782,>74
256500,,750,25-34
86500,1980.0,844,55-64
2106500,41760.0,862,65-74
206500,3540.0,883,55-64
486500,7740.0,835,35-44
226500,4200.0,823,55-64
346500,3240.0,595,35-44
446500,10020.0,885,45-54
206500,3300.0,558,25-34
156500,,569,55-64
206500,2880.0,543,55-64
156500,3480.0,868,55-64
146500,10020.0,602,35-44
176500,7980.0,892,55-64
306500,5700.0,858,35-44
286500,5460.0,643,65-74
486500,12480.0,768,45-54
346500,9180.0,857,35-44
226500,,836,65-74
226500,4440.0,626,65-74
86500,1560.0,690,45-54
176500,3480.0,839,65-74
166500,7980.0,867,45-54
176500,3840.0,825,45-54
506500,11700.0,644,55-64
486500,12180.0,750,35-44
366500,10200.0,582,45-54
156500,,646,45-54
306500,5640.0,811,45-54
436500,7080.0,562,35-44
566500,9600.0,592,35-44
166500,4440.0,611,25-34
636500,7260.0,688,55-64
476500,10500.0,889,45-54
206500,7800.0,559,35-44
636500,12480.0,532,55-64
1236500,27780.0,847,55-64
476500,3120.0,563,55-64
136500,3600.0,633,65-74
156500,4020.0,670,65-74
136500,5520.0,711,55-64
256500,7320.0,590,45-54
326500,7740.0,729,45-54
176500,5460.0,737,55-64
236500,6240.0,870,35-44
466500,9060.0,567,45-54
446500,4080.0,589,65-74
196500,2700.0,774,55-64
486500,8820.0,614,55-64
436500,8340.0,838,55-64
336500,3240.0,553,35-44
656500,7560.0,879,25-34
436500,7080.0,859,45-54
176500,2760.0,685,55-64
446500,20340.0,809,65-74
156500,4620.0,689,45-54
296500,4020.0,867,25-34
616500,5820.0,756,55-64
326500,3300.0,705,25-34
466500,4440.0,705,65-74
466500,,661,25-34
316500,11160.0,700,45-54
366500,19500.0,523,35-44
316500,5520.0,778,45-54
156500,3000.0,855,>74
76500,1980.0,527,55-64
386500,3900.0,691,65-74
286500,4200.0,684,55-64
56500,3060.0,819,55-64
246500,3120.0,781,55-64
366500,8340.0,865,35-44
266500,6660.0,855,65-74
186500,5040.0,667,45-54
136500,3360.0,878,55-64
166500,2280.0,583,>74
306500,4200.0,798,25-34
296500,2700.0,631,35-44
306500,3840.0,881,65-74
906500,16500.0,793,45-54
356500,8340.0,586,65-74
136500,3900.0,799,65-74
406500,21120.0,586,55-64
206500,5280.0,876,35-44
386500,5820.0,597,65-74
426500,6780.0,803,55-64
396500,4680.0,824,>74
266500,1980.0,864,65-74
326500,5820.0,703,55-64
346500,5580.0,578,55-64
326500,25080.0,503,55-64
196500,,548,25-34
366500,4380.0,535,55-64
286500,4200.0,625,55-64
526500,,691,25-34
306500,5700.0,615,45-54
286500,6900.0,742,45-54
406500,5040.0,898,55-64
156500,2760.0,534,55-64
366500,6960.0,603,45-54
426500,6600.0,826,35-44
206500,4020.0,676,45-54
316500,15300.0,529,55-64
226500,10800.0,822,45-54
306500,7080.0,759,35-44
656500,13680.0,665,55-64
296500,6000.0,603,25-34
266500,3840.0,821,35-44
276500,10080.0,651,25-34
416500,7440.0,588,55-64
196500,3420.0,843,>74
626500,19500.0,701,35-44
376500,6780.0,646,45-54
356500,5460.0,885,25-34
166500,4680.0,501,35-44
376500,11640.0,608,45-54
866500,10560.0,788,45-54
306500,2940.0,505,45-54
376500,9600.0,855,35-44
156500,780.0,690,65-74
616500,10860.0,717,45-54
376500,11400.0,631,55-64
216500,6420.0,593,45-54
216500,2100.0,899,>74
136500,6240.0,628,35-44
396500,5040.0,836,55-64
176500,2940.0,862,>74
486500,20160.0,624,35-44
566500,6900.0,512,35-44
506500,10260.0,568,35-44
366500,8340.0,634,45-54
306500,4260.0,891,25-34
506500,8640.0,764,35-44
66500,2280.0,860,25-34
296500,5040.0,612,55-64
156500,5700.0,734,55-64
296500,0.0,758,55-64
226500,2880.0,695,45-54
456500,4620.0,589,45-54
106500,0.0,807,45-54
106500,4500.0,673,>74
576500,11280.0,632,25-34
256500,3780.0,777,>74
146500,2160.0,865,55-64
186500,3180.0,568,35-44
456500,9840.0,698,55-64
196500,1740.0,618,65-74
246500,4080.0,889,55-64
106500,3660.0,751,>74
96500,2040.0,727,55-64
696500,16860.0,710,35-44
676500,13560.0,840,55-64
416500,6360.0,524,45-54
376500,,796,35-44
276500,,655,>74
206500,5460.0,895,45-54
346500,3060.0,733,>74
66500,900.0,556,65-74
416500,5760.0,742,55-64
416500,5880.0,691,45-54
146500,2280.0,697,65-74
386500,10980.0,684,55-64
166500,2520.0,756,>74
456500,9900.0,626,45-54
106500,2520.0,668,45-54
26500,3060.0,524,45-54
326500,5280.0,601,65-74
206500,3060.0,604,65-74
136500,2400.0,703,65-74
286500,3660.0,882,55-64
216500,3960.0,722,55-64
416500,7260.0,728,55-64
476500,7980.0,751,55-64
206500,3180.0,598,45-54
766500,17220.0,500,45-54
336500,3840.0,781,65-74
206500,3120.0,683,<25
556500,6600.0,812,25-34
466500,8040.0,701,65-74
206500,6540.0,790,35-44
156500,2580.0,712,25-34
296500,15420.0,594,45-54
446500,6600.0,604,55-64
666500,16980.0,860,45-54
206500,5340.0,657,25-34
306500,5160.0,816,55-64
336500,7620.0,688,25-34
86500,,563,
486500,13680.0,640,25-34
356500,,739,45-54
626500,7560.0,593,45-54
526500,,822,55-64
186500,2580.0,671,25-34
216500,,573,
206500,10140.0,872,55-64
56500,2820.0,777,65-74
356500,8100.0,842,45-54
206500,2400.0,752,>74
646500,5400.0,561,45-54
616500,18180.0,758,35-44
266500,4860.0,852,55-64
566500,10260.0,688,25-34
716500,11460.0,622,55-64
456500,5220.0,575,25-34
226500,,872,
676500,11640.0,793,25-34
166500,,644,65-74
236500,6060.0,516,25-34
556500,9900.0,559,45-54
106500,3120.0,816,25-34
636500,9840.0,886,55-64
486500,8640.0,607,55-64
416500,8280.0,549,35-44
446500,10800.0,645,45-54
256500,3060.0,780,35-44
116500,1860.0,735,>74
226500,3960.0,627,45-54
146500,3300.0,690,65-74
506500,7260.0,527,45-54
326500,9540.0,772,25-34
196500,4140.0,871,35-44
276500,4080.0,548,35-44
676500,14220.0,834,55-64
336500,6420.0,763,25-34
366500,5940.0,823,55-64
346500,,784,65-74
746500,12720.0,536,45-54
546500,10860.0,836,45-54
476500,,555,35-44
286500,4440.0,806,45-54
226500,4020.0,742,45-54
896500,,522,35-44
626500,6060.0,651,65-74
196500,7680.0,523,35-44
86500,2520.0,829,65-74
386500,6300.0,867,25-34
336500,8700.0,671,55-64
616500,2640.0,528,55-64
376500,,870,>74
206500,4560.0,817,>74
166500,5700.0,769,55-64
486500,8280.0,578,45-54
236500,3480.0,629,55-64
316500,5160.0,790,65-74
426500,11340.0,823,55-64
666500,19500.0,891,45-54
316500,4320.0,860,25-34
66500,4080.0,674,45-54
116500,6300.0,624,25-34
166500,1920.0,729,45-54
416500,8100.0,783,25-34
276500,4320.0,709,45-54
386500,6600.0,660,>74
346500,6420.0,513,35-44
486500,6000.0,605,45-54
456500,6420.0,707,55-64
416500,6780.0,816,35-44
496500,19800.0,860,35-44
296500,2760.0,552,45-54
236500,4680.0,843,55-64
196500,5580.0,631,45-54
1006500,24000.0,698,45-54
166500,,811,65-74
396500,7980.0,706,35-44
396500,5160.0,874,55-64
306500,3240.0,867,25-34
386500,6240.0,763,45-54
406500,7380.0,771,35-44
516500,8700.0,578,55-64
476500,8160.0,630,25-34
256500,9360.0,898,45-54
706500,11100.0,694,25-34
286500,6780.0,845,45-54
506500,,864,45-54
186500,3360.0,661,65-74
206500,7920.0,525,55-64
476500,,639,45-54
356500,12000.0,527,55-64
196500,4680.0,770,25-34
176500,9120.0,716,55-64
316500,4800.0,615,25-34
296500,3840.0,783,45-54
106500,3000.0,602,55-64
496500,,506,25-34
236500,,777,>74
186500,5100.0,854,55-64
166500,2220.0,566,65-74
256500,6240.0,664,55-64
256500,2520.0,881,25-34
266500,4020.0,795,55-64
286500,2280.0,835,35-44
96500,5700.0,611,65-74
406500,7980.0,883,35-44
646500,8220.0,725,55-64
166500,3480.0,860,>74
326500,,642,55-64
156500,6540.0,706,65-74
76500,3060.0,594,55-64
276500,9540.0,593,25-34
136500,2340.0,584,>74
276500,3000.0,570,45-54
156500,4740.0,747,35-44
636500,7500.0,719,45-54
346500,7860.0,876,45-54
116500,4980.0,884,65-74
186500,2160.0,699,65-74
166500,4260.0,588,55-64
186500,3720.0,784,45-54
486500,12000.0,516,25-34
486500,9360.0,779,35-44
256500,3600.0,866,55-64
436500,7200.0,703,35-44
486500,27720.0,570,35-44
106500,4740.0,636,45-54
206500,9240.0,826,45-54
476500,9600.0,542,55-64
666500,8760.0,536,25-34
156500,2820.0,856,>74
266500,2700.0,710,55-64
176500,3840.0,890,25-34
316500,4080.0,719,35-44
166500,2940.0,705,45-54
646500,6300.0,579,35-44
406500,9240.0,788,35-44
386500,6780.0,815,45-54
116500,1980.0,614,25-34
246500,4620.0,604,55-64
406500,,799,25-34
206500,3060.0,702,65-74
256500,3000.0,794,35-44
456500,4380.0,724,65-74
206500,4320.0,897,25-34
306500,3360.0,728,55-64
336500,5640.0,575,35-44
376500,12960.0,664,>74
126500,3900.0,592,65-74
726500,11640.0,525,25-34
306500,4680.0,608,65-74
306500,,676,55-64
166500,6180.0,529,55-64
126500,4440.0,707,55-64
206500,2880.0,580,55-64
226500,,889,65-74
206500,15480.0,849,45-54
366500,6960.0,686,>74
566500,7680.0,754,25-34
506500,16320.0,589,25-34
306500,3600.0,709,25-34
176500,4980.0,549,45-54
306500,7080.0,606,>74
246500,2340.0,723,65-74
276500,6660.0,737,45-54
176500,3300.0,661,>74
176500,3180.0,580,25-34
206500,3420.0,620,55-64
586500,9360.0,684,25-34
136500,6060.0,691,35-44
266500,4020.0,754,65-74
536500,10320.0,513,35-44
206500,3600.0,696,55-64
616500,7860.0,769,35-44
286500,6420.0,546,65-74
296500,3900.0,750,45-54
456500,7920.0,867,35-44
596500,10920.0,839,35-44
276500,,791,65-74
166500,2400.0,888,45-54
516500,8280.0,860,35-44
376500,9960.0,594,35-44
566500,8520.0,640,55-64
526500,6660.0,571,55-64
256500,7140.0,639,55-64
256500,6720.0,573,45-54
306500,3360.0,569,45-54
226500,6840.0,782,55-64
236500,0.0,560,55-64
276500,,752,>74
416500,5280.0,640,45-54
546500,6120.0,780,45-54
326500,9780.0,571,55-64
106500,2280.0,538,55-64
116500,1740.0,777,55-64
346500,4500.0,640,45-54
486500,7500.0,539,45-54
126500,7740.0,652,55-64
396500,11460.0,730,55-64
306500,3600.0,876,55-64
236500,5400.0,554,25-34
216500,5100.0,569,65-74
106500,3060.0,691,35-44
366500,7140.0,562,35-44
596500,,709,35-44
436500,13320.0,695,35-44
206500,6360.0,788,65-74
676500,10320.0,777,45-54
416500,10500.0,735,45-54
146500,6840.0,659,25-34
546500,7260.0,508,55-64
576500,7500.0,720,35-44
816500,10020.0,691,55-64
286500,6600.0,516,35-44
186500,3900.0,778,55-64
426500,10260.0,819,35-44
86500,900.0,869,45-54
586500,9060.0,587,35-44
156500,3600.0,881,25-34
486500,5820.0,603,55-64
196500,15000.0,867,45-54
406500,0.0,842,45-54
726500,9120.0,650,35-44
276500,2580.0,714,55-64
706500,6840.0,616,45-54
56500,3420.0,753,45-54
226500,2460.0,553,55-64
476500,9720.0,656,45-54
486500,6660.0,683,25-34
106500,4020.0,891,35-44
616500,5160.0,847,65-74
396500,5100.0,805,35-44
246500,5940.0,733,65-74
246500,3120.0,569,25-34
206500,5460.0,896,55-64
456500,7560.0,705,45-54
286500,7680.0,639,55-64
306500,6720.0,506,45-54
126500,3840.0,781,65-74
466500,8700.0,747,45-54
336500,7200.0,896,45-54
186500,2520.0,634,55-64
426500,6840.0,814,55-64
436500,7740.0,866,45-54
466500,9900.0,826,45-54
126500,2280.0,860,65-74
236500,14880.0,843,55-64
306500,6900.0,655,45-54
236500,4260.0,796,45-54
146500,9360.0,747,25-34
386500,7620.0,564,55-64
576500,7320.0,798,45-54
256500,8940.0,564,45-54
556500,7440.0,690,65-74
406500,4920.0,784,45-54
346500,8100.0,693,55-64
456500,9000.0,716,35-44
436500,10920.0,652,55-64
606500,12600.0,795,45-54
116500,6420.0,578,55-64
486500,9300.0,897,35-44
136500,3900.0,827,35-44
146500,4200.0,749,35-44
176500,7200.0,818,45-54
176500,5820.0,687,55-64
286500,,727,55-64
406500,3600.0,850,35-44
196500,2520.0,512,25-34
216500,3000.0,851,35-44
456500,6660.0,842,65-74
216500,4800.0,631,35-44
306500,9240.0,698,45-54
286500,13680.0,852,65-74
96500,2520.0,588,55-64
176500,2400.0,524,25-34
186500,3180.0,610,55-64
186500,5340.0,879,45-54
436500,4740.0,764,65-74
286500,5820.0,530,55-64
436500,,530,55-64
346500,,735,65-74
406500,,576,35-44
726500,39180.0,769,55-64
216500,0.0,550,45-54
406500,10140.0,752,45-54
156500,4080.0,887,55-64
506500,7140.0,513,55-64
126500,3240.0,896,65-74
106500,3180.0,876,25-34
476500,8820.0,749,35-44
356500,6480.0,763,45-54
496500,0.0,651,35-44
556500,6180.0,867,55-64
326500,6420.0,752,45-54
256500,14820.0,812,35-44
286500,6720.0,851,55-64
96500,1440.0,690,55-64
386500,6660.0,874,55-64
156500,,691,55-64
486500,7200.0,517,35-44
306500,7860.0,854,45-54
176500,2820.0,836,55-64
216500,8520.0,577,55-64
146500,,634,>74
276500,4920.0,588,45-54
296500,3900.0,787,65-74
356500,5640.0,544,25-34
296500,11400.0,608,45-54
596500,13980.0,628,35-44
206500,3780.0,881,55-64
376500,6540.0,668,45-54
176500,3300.0,661,45-54
106500,1620.0,789,65-74
156500,3840.0,577,55-64
216500,3660.0,627,65-74
726500,10740.0,714,>74
166500,,544,45-54
346500,6060.0,609,55-64
206500,2820.0,666,65-74
666500,11580.0,607,35-44
146500,3120.0,765,55-64
136500,2820.0,800,<25
576500,12720.0,620,25-34
186500,8040.0,508,35-44
116500,6120.0,761,45-54
186500,4200.0,879,55-64
226500,4980.0,695,65-74
146500,3720.0,788,45-54
396500,5460.0,771,65-74
136500,1380.0,893,65-74
436500,5940.0,558,25-34
206500,3600.0,812,25-34
636500,10740.0,572,55-64
136500,4560.0,749,45-54
466500,6120.0,647,35-44
456500,6480.0,837,35-44
486500,4200.0,768,55-64
226500,6780.0,866,55-64
676500,,576,25-34
246500,7500.0,653,25-34
626500,8220.0,870,25-34
216500,,624,25-34
176500,3300.0,893,35-44
556500,13440.0,681,45-54
506500,6000.0,737,35-44
486500,12780.0,665,55-64
136500,1920.0,888,>74
486500,26640.0,856,45-54
406500,10800.0,637,45-54
676500,9300.0,568,35-44
156500,5400.0,619,45-54
316500,9540.0,780,45-54
386500,5640.0,865,65-74
476500,7860.0,565,35-44
196500,3240.0,771,35-44
516500,6480.0,644,35-44
326500,18600.0,819,55-64
386500,5880.0,606,45-54
456500,6360.0,757,65-74
96500,2460.0,736,<25
546500,10800.0,695,35-44
336500,2880.0,613,55-64
126500,11580.0,569,65-74
386500,6660.0,619,55-64
726500,11220.0,878,35-44
286500,3720.0,674,45-54
296500,,510,25-34
606500,9420.0,626,25-34
476500,5400.0,864,35-44
366500,21240.0,759,55-64
276500,4920.0,845,35-44
346500,4500.0,880,45-54
356500,5820.0,618,45-54
266500,3180.0,767,>74
206500,2940.0,605,35-44
316500,6720.0,581,35-44
286500,1560.0,543,45-54
236500,,627,45-54
356500,5640.0,618,55-64
406500,3780.0,737,25-34
126500,2280.0,514,45-54
206500,3420.0,658,>74
336500,15540.0,621,65-74
246500,4020.0,640,>74
106500,4920.0,518,65-74
486500,18540.0,665,55-64
216500,0.0,501,25-34
316500,4440.0,716,65-74
196500,3960.0,632,>74
186500,3360.0,880,25-34
566500,9420.0,534,35-44
236500,1500.0,887,45-54
106500,2400.0,592,>74
656500,13920.0,671,45-54
116500,2160.0,805,65-74
336500,3300.0,672,65-74
126500,4800.0,596,>74
356500,,650,25-34
136500,4380.0,505,55-64
166500,,613,35-44
316500,5460.0,722,35-44
326500,5160.0,627,35-44
286500,3120.0,528,>74
446500,6840.0,859,65-74
406500,10560.0,839,35-44
56500,1620.0,668,45-54
96500,2340.0,702,65-74
116500,2880.0,691,65-74
356500,3600.0,671,45-54
126500,1680.0,800,65-74
346500,4500.0,602,55-64
426500,4500.0,840,55-64
346500,6480.0,637,65-74
626500,11580.0,740,55-64
326500,7020.0,893,65-74
306500,3300.0,772,25-34
106500,3660.0,521,35-44
146500,4080.0,761,25-34
606500,9840.0,805,55-64
156500,4020.0,500,45-54
426500,5760.0,669,25-34
66500,3360.0,624,55-64
396500,5760.0,740,35-44
466500,5100.0,767,65-74
646500,10920.0,529,45-54
666500,22620.0,781,45-54
376500,4800.0,841,25-34
596500,14040.0,806,55-64
476500,6120.0,516,35-44
286500,9180.0,670,45-54
156500,2400.0,520,>74
116500,1440.0,851,65-74
246500,3960.0,737,65-74
616500,8340.0,896,25-34
196500,4020.0,712,65-74
196500,2400.0,759,65-74
356500,4320.0,793,55-64
146500,2940.0,808,55-64
166500,3960.0,632,65-74
166500,3840.0,560,65-74
316500,7980.0,776,25-34
186500,2220.0,860,55-64
596500,6060.0,855,65-74
306500,6960.0,508,35-44
206500,6720.0,509,35-44
476500,5700.0,643,65-74
576500,8160.0,567,45-54
626500,8460.0,558,35-44
606500,15360.0,513,35-44
146500,6780.0,614,55-64
86500,2760.0,547,45-54
226500,7380.0,568,35-44
176500,2280.0,579,45-54
456500,8040.0,581,35-44
286500,4920.0,661,35-44
476500,7920.0,884,45-54
406500,4260.0,860,65-74
686500,13080.0,589,45-54
576500,14460.0,565,45-54
406500,4920.0,503,55-64
256500,25920.0,580,55-64
316500,12540.0,629,45-54
176500,,895,55-64
156500,2520.0,636,55-64
266500,5100.0,780,45-54
186500,2580.0,790,45-54
516500,11100.0,660,45-54
296500,,796,>74
566500,5580.0,783,>74
406500,5580.0,846,65-74
446500,7260.0,796,35-44
246500,3600.0,613,65-74
86500,1140.0,627,45-54
316500,8940.0,577,55-64
106500,4920.0,837,55-64
366500,,795,55-64
156500,4320.0,860,>74
256500,25800.0,761,55-64
506500,6060.0,841,65-74
426500,8160.0,822,25-34
626500,7560.0,670,25-34
206500,2760.0,511,45-54
266500,4440.0,631,35-44
616500,11760.0,535,35-44
426500,6960.0,722,45-54
706500,7860.0,611,25-34
366500,15780.0,562,>74
246500,7920.0,571,45-54
536500,7860.0,697,55-64
376500,7860.0,664,25-34
606500,14040.0,831,35-44
726500,11220.0,602,>74
496500,7080.0,655,35-44
416500,15480.0,524,45-54
356500,7560.0,554,35-44
406500,19920.0,676,35-44
206500,4800.0,756,45-54
216500,4380.0,888,55-64
466500,,791,25-34
206500,2640.0,680,55-64
256500,3120.0,800,25-34
256500,3540.0,528,45-54
366500,6300.0,867,35-44
476500,9000.0,726,<25
246500,9360.0,734,55-64
476500,10620.0,623,35-44
256500,3000.0,545,45-54
136500,4380.0,718,45-54
